EAR,MAR,TIME
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
0.3261571112324466,0.305409255338946,11:40:45.185115
0.2973686089717109,0.5,11:40:45.536920
0.3403164853335545,0.4,11:40:45.886716
0.3042476652916267,0.40410352085392204,11:40:46.242258
0.29775727995646806,0.305409255338946,11:40:46.586610
0.2910164549224088,0.305409255338946,11:40:46.935497
0.34553454872180356,0.3,11:40:47.285543
0.3756647734808045,0.33333333333333337,11:40:43.448937
0.31882146959592766,0.5,11:40:43.802372
0.2936757486242848,0.704737854124365,11:40:44.152789
0.29016582824415027,0.2720759220056127,11:40:44.502919
0.2971525396964803,0.43743685418725536,11:40:44.841148
